Time,open,high,low,close,volume
2003-05-05 00:00,1.12177,1.13019,1.1203,1.12804,981092.901983261
2003-05-06 00:00,1.12798,1.1451,1.12738,1.14368,1061122.70246094
2003-05-07 00:00,1.14367,1.14448,1.13275,1.13677,1056796.60231906
2003-05-08 00:00,1.13675,1.15092,1.13026,1.15026,1058908.702326
2003-05-09 00:00,1.15002,1.15376,1.14362,1.14907,1063989.00209057
2003-05-12 00:00,1.14958,1.16244,1.14946,1.15457,1056515.80230057
2003-05-13 00:00,1.15427,1.15751,1.1463,1.1515,1057731.40236914
2003-05-14 00:00,1.1519,1.15388,1.14681,1.1497,1053901.30246973
2003-05-15 00:00,1.14983,1.14988,1.13757,1.13877,1052095.20260304
2003-05-16 00:00,1.13845,1.15786,1.13691,1.15735,1060083.70233887
2003-05-19 00:00,1.16634,1.17363,1.16215,1.16596,1054386.60212106
2003-05-20 00:00,1.1659,1.17156,1.16013,1.17069,1059785.30256003
2003-05-21 00:00,1.17059,1.17453,1.16617,1.16746,1049814.80236381
2003-05-22 00:00,1.16724,1.17276,1.16192,1.16938,1043186.30248845
2003-05-23 00:00,1.16947,1.18373,1.16648,1.18266,1050209.20251578
2003-05-26 00:00,1.1827,1.18754,1.17972,1.1869,1052746.0020926
2003-05-27 00:00,1.1867,1.193,1.18176,1.18288,1057688.90208209
2003-05-28 00:00,1.18261,1.18453,1.17047,1.17649,1060247.70224065
2003-05-29 00:00,1.17657,1.19008,1.16917,1.18833,1045905.00224
2003-05-30 00:00,1.18827,1.19158,1.17439,1.17691,1057263.30217659
2003-06-02 00:00,1.17149,1.17672,1.16524,1.17473,965518.302091181
2003-06-03 00:00,1.17496,1.17783,1.16875,1.17391,1051858.60212982
2003-06-04 00:00,1.17365,1.17473,1.16619,1.16645,1061048.50221229
2003-06-05 00:00,1.16635,1.1886,1.16287,1.18405,1051561.50202155
2003-06-06 00:00,1.18389,1.18785,1.16843,1.17001,1057574.80229574
2003-06-09 00:00,1.1694,1.17859,1.16564,1.17161,1062323.2024191
2003-06-10 00:00,1.17146,1.17415,1.16704,1.16759,1055061.30256796
2003-06-11 00:00,1.16746,1.1782,1.16581,1.17421,1069003.00220668
2003-06-12 00:00,1.17429,1.18058,1.17036,1.17638,1066536.10255677
2003-06-13 00:00,1.17652,1.18774,1.17354,1.1863,1051470.30214339
2003-06-16 00:00,1.18694,1.19278,1.18208,1.18356,1056294.30215669
2003-06-17 00:00,1.18386,1.18662,1.17684,1.17937,1064582.50203568
2003-06-18 00:00,1.17914,1.18039,1.16611,1.16883,1056767.20221454
2003-06-19 00:00,1.1684,1.17387,1.15836,1.17203,1060791.80215591
2003-06-20 00:00,1.172,1.17347,1.15511,1.1604,1059167.8021965
2003-06-23 00:00,1.16025,1.16033,1.15081,1.15429,1060170.2023223
2003-06-24 00:00,1.15444,1.15811,1.14766,1.15171,1055347.50221425
2003-06-25 00:00,1.15188,1.16215,1.14913,1.15398,1054439.70250779
2003-06-26 00:00,1.15449,1.15523,1.1414,1.14181,1053059.80253452
2003-06-27 00:00,1.14215,1.14675,1.13994,1.14254,1054817.40241176
2003-06-30 00:00,1.14308,1.15141,1.13974,1.15116,1048064.10219949
2003-07-01 00:00,1.15154,1.16079,1.15025,1.15608,1052733.00202614
2003-07-02 00:00,1.15619,1.15684,1.15049,1.15396,1051775.50249708
2003-07-03 00:00,1.15415,1.15443,1.14326,1.14945,1069768.40194857
2003-07-04 00:00,1.14935,1.15019,1.14472,1.14892,1053783.50238353
2003-07-07 00:00,1.1487,1.149,1.13132,1.13252,1058126.10224825
2003-07-08 00:00,1.13247,1.13508,1.12587,1.13151,1063074.80236369
2003-07-09 00:00,1.13177,1.13667,1.13047,1.13481,1055878.9021678
2003-07-10 00:00,1.13479,1.13924,1.13098,1.13891,1067748.9024049
2003-07-11 00:00,1.13877,1.13908,1.12759,1.1299,1058106.5024659
2003-07-14 00:00,1.12934,1.1308,1.12426,1.12779,1046253.20208991
2003-07-15 00:00,1.12777,1.13369,1.1156,1.11858,1051978.60263699
2003-07-16 00:00,1.11845,1.12315,1.11123,1.12068,1059577.302432
2003-07-17 00:00,1.12119,1.12488,1.11562,1.12079,1062920.20250279
2003-07-18 00:00,1.12045,1.13032,1.11717,1.12746,1057879.30226833
2003-07-21 00:00,1.12685,1.13546,1.12411,1.13495,1060451.30238795
2003-07-22 00:00,1.13461,1.13734,1.13058,1.13315,1038043.90195823
2003-07-23 00:00,1.13267,1.14898,1.13139,1.14754,1067668.4023726
2003-07-24 00:00,1.14835,1.15101,1.14233,1.14695,1054340.20257956
2003-07-25 00:00,1.14749,1.15487,1.14439,1.15079,1056016.00228906
2003-07-28 00:00,1.15084,1.15182,1.14515,1.14909,1055906.7023108
2003-07-29 00:00,1.14947,1.1538,1.1451,1.14589,1053724.80256313
2003-07-30 00:00,1.14572,1.1461,1.13352,1.13426,1058029.10242963
2003-07-31 00:00,1.13437,1.13713,1.12237,1.12428,1063307.10234535
2003-08-01 00:00,1.1242,1.12716,1.11348,1.12541,1004982.8022657
2003-08-04 00:00,1.12843,1.13749,1.12581,1.1357,1054486.10230172
2003-08-05 00:00,1.13613,1.13976,1.13064,1.13893,1056418.0023765
2003-08-06 00:00,1.13867,1.14265,1.13254,1.13321,1061051.80209875
2003-08-07 00:00,1.13315,1.1415,1.13183,1.13732,1050575.40227246
2003-08-08 00:00,1.13716,1.13838,1.12866,1.13083,1059284.40181601
2003-08-11 00:00,1.12898,1.13798,1.12628,1.13582,1035460.50246829
2003-08-12 00:00,1.13588,1.13715,1.12758,1.1283,1107321.10253108
2003-08-13 00:00,1.12837,1.13322,1.12189,1.1322,1116413.90245211
2003-08-14 00:00,1.13233,1.13375,1.12244,1.12577,1101309.00234765
2003-08-15 00:00,1.12635,1.12963,1.12403,1.12663,1080366.80223989
2003-08-18 00:00,1.1249,1.1269,1.11233,1.11428,1097634.60253584
2003-08-19 00:00,1.11485,1.11522,1.10545,1.11392,1106510.30248564
2003-08-20 00:00,1.1138,1.11475,1.10793,1.11185,1114916.6026209
2003-08-21 00:00,1.11193,1.11226,1.08846,1.09226,1113616.20242804
2003-08-22 00:00,1.09203,1.09456,1.08363,1.08761,1123218.50256556
2003-08-25 00:00,1.08566,1.09184,1.08453,1.08735,1109039.60269231
2003-08-26 00:00,1.0874,1.09096,1.0793,1.08542,1116225.60241818
2003-08-27 00:00,1.08544,1.09298,1.08313,1.0886,1119904.70254016
2003-08-28 00:00,1.08856,1.09125,1.08097,1.08811,1117670.00217694
2003-08-29 00:00,1.08843,1.09974,1.08688,1.09847,1116348.00210941
2003-09-01 00:00,1.09943,1.10138,1.09517,1.09675,999536.702266455
2003-09-02 00:00,1.09668,1.09713,1.08029,1.08079,1102031.30246896
2003-09-03 00:00,1.08117,1.08725,1.07616,1.08474,1130431.3024053
2003-09-04 00:00,1.08495,1.09505,1.08064,1.0943,1116838.70239931
2003-09-05 00:00,1.09444,1.11126,1.09159,1.11049,1103964.60228622
2003-09-08 00:00,1.11043,1.11297,1.10461,1.10649,1124964.70226979
2003-09-09 00:00,1.10695,1.12402,1.10524,1.12238,1126577.60221261
2003-09-10 00:00,1.12239,1.12362,1.1162,1.12076,1119462.60272676
2003-09-11 00:00,1.12102,1.12705,1.11547,1.12089,1108887.20277524
2003-09-12 00:00,1.12094,1.13228,1.11346,1.12913,1123757.90250033
2003-09-15 00:00,1.12745,1.13098,1.12411,1.12817,1106289.80237818
2003-09-16 00:00,1.12841,1.1318,1.11538,1.11746,1119165.70260161
2003-09-17 00:00,1.11782,1.12997,1.11382,1.12834,1114659.80255342
2003-09-18 00:00,1.12843,1.13424,1.12264,1.12556,1119430.30229688
2003-09-19 00:00,1.1257,1.13837,1.12382,1.13792,1113980.50257605
2003-09-22 00:00,1.14343,1.15046,1.14134,1.14602,1119973.70258898
2003-09-23 00:00,1.14588,1.15243,1.14358,1.14404,1125451.502316
2003-09-24 00:00,1.14445,1.15049,1.14273,1.14949,1116648.70255357
2003-09-25 00:00,1.14951,1.15331,1.14578,1.14902,1124120.90223336
2003-09-26 00:00,1.14896,1.14975,1.14404,1.14607,1117312.40267092
2003-09-29 00:00,1.14558,1.16015,1.13941,1.15971,1120820.90235633
2003-09-30 00:00,1.1601,1.17339,1.15705,1.16547,1131598.40248019
2003-10-01 00:00,1.16585,1.17288,1.16424,1.17146,1119150.90245873
2003-10-02 00:00,1.17193,1.17677,1.16612,1.16926,1120582.50246012
2003-10-03 00:00,1.16943,1.17205,1.155,1.1581,1118614.90222514
2003-10-06 00:00,1.15655,1.17237,1.15322,1.17079,1118039.70250243
2003-10-07 00:00,1.17112,1.18115,1.16975,1.1759,1110572.10239983
2003-10-08 00:00,1.17647,1.18396,1.17587,1.18092,1112320.90261346
2003-10-09 00:00,1.18097,1.18604,1.1684,1.17457,1122516.402493
2003-10-10 00:00,1.17467,1.18467,1.17022,1.17958,1107425.80247688
2003-10-13 00:00,1.18109,1.1815,1.16523,1.1703,1099260.90257788
2003-10-14 00:00,1.1706,1.1765,1.15818,1.17234,1119389.30259514
2003-10-15 00:00,1.17264,1.1745,1.15906,1.16339,1120716.10222107
2003-10-16 00:00,1.16378,1.16948,1.15734,1.15873,1118351.70233828
2003-10-17 00:00,1.1586,1.16843,1.15526,1.16812,1110120.00265807
2003-10-20 00:00,1.17098,1.17285,1.16016,1.16336,1114258.9023636
2003-10-21 00:00,1.16362,1.17006,1.16168,1.16671,1108798.90243441
2003-10-22 00:00,1.16654,1.18265,1.16477,1.18011,1119755.50263757
2003-10-23 00:00,1.18021,1.18444,1.17561,1.17915,1122468.00231117
2003-10-24 00:00,1.17903,1.18566,1.17601,1.17797,1113403.10260969
2003-10-27 00:00,1.17742,1.17843,1.17176,1.1744,1121920.00290573
2003-10-28 00:00,1.17441,1.17507,1.16548,1.16704,1114502.30269039
2003-10-29 00:00,1.16701,1.1718,1.16584,1.16618,1115507.90219349
2003-10-30 00:00,1.16602,1.17542,1.1616,1.16225,1119949.40238786
2003-10-31 00:00,1.16228,1.16557,1.15628,1.15877,1114130.50259888
2003-11-03 00:00,1.15778,1.16192,1.14275,1.14554,1106661.60250348
2003-11-04 00:00,1.14573,1.15122,1.14262,1.14933,1117802.60261589
2003-11-05 00:00,1.14921,1.1498,1.1413,1.14378,1125889.60203558
2003-11-06 00:00,1.14391,1.14629,1.13886,1.14153,1120986.70252353
2003-11-07 00:00,1.14165,1.15428,1.13783,1.15295,1127474.90235639
2003-11-10 00:00,1.15034,1.15352,1.14627,1.14797,1104117.30227095
2003-11-11 00:00,1.14798,1.15304,1.14431,1.152,1123200.30220228
2003-11-12 00:00,1.1521,1.16599,1.1503,1.16284,1123858.10259205
2003-11-13 00:00,1.16328,1.1738,1.16251,1.17322,1122723.10261452
2003-11-14 00:00,1.17325,1.1802,1.17271,1.17758,1127722.70234776
2003-11-17 00:00,1.17764,1.18485,1.17245,1.17471,1120315.90249604
2003-11-18 00:00,1.17479,1.19738,1.17327,1.1971,1130790.50231153
2003-11-19 00:00,1.19696,1.19772,1.18733,1.18758,1120436.80262238
2003-11-20 00:00,1.1875,1.19556,1.18711,1.19111,1142479.30238724
2003-11-21 00:00,1.19127,1.19379,1.18567,1.19152,1116755.40249717
2003-11-24 00:00,1.19084,1.19177,1.17565,1.177,1103750.60249352
2003-11-25 00:00,1.17718,1.18185,1.17519,1.17899,1120140.40295357
2003-11-26 00:00,1.17902,1.19475,1.17686,1.194,1116830.40252268
2003-11-27 00:00,1.19392,1.19411,1.18831,1.19071,1125314.40208322
2003-11-28 00:00,1.19068,1.20145,1.18972,1.19928,1128260.90269166
2003-12-01 00:00,1.19717,1.20403,1.19364,1.19805,1118367.30285937
2003-12-02 00:00,1.1982,1.20913,1.19407,1.20811,1123872.30264878
2003-12-03 00:00,1.20793,1.21268,1.20693,1.21077,1119023.30230856
2003-12-04 00:00,1.2109,1.21553,1.2029,1.20855,1120184.50219047
2003-12-05 00:00,1.20821,1.21781,1.20616,1.2166,1124115.2023018
2003-12-08 00:00,1.21725,1.22389,1.21476,1.2218,1115506.90255958
2003-12-09 00:00,1.22173,1.22745,1.21869,1.22543,1113202.50230974
2003-12-10 00:00,1.22576,1.22649,1.21523,1.22145,1114963.50254595
2003-12-11 00:00,1.22151,1.22331,1.21123,1.22187,1117879.00278318
2003-12-12 00:00,1.22213,1.23063,1.22071,1.22756,1121114.70220631
2003-12-15 00:00,1.21419,1.23226,1.21288,1.23173,1123996.90257287
2003-12-16 00:00,1.23168,1.23594,1.23,1.23302,1123744.7022649
2003-12-17 00:00,1.23291,1.24208,1.22948,1.24107,1123980.80243653
2003-12-18 00:00,1.24091,1.24382,1.23587,1.24231,1113234.40242213
2003-12-19 00:00,1.2422,1.24346,1.2343,1.23739,1110973.5025171
2003-12-22 00:00,1.24025,1.24459,1.23479,1.23956,1116566.00250626
2003-12-23 00:00,1.23948,1.2425,1.23823,1.23927,1109616.90241265
2003-12-24 00:00,1.23943,1.24702,1.23924,1.2446,1099927.50235498
2003-12-25 00:00,1.24448,1.2462,1.24342,1.2452,757108.501745522
2003-12-26 00:00,1.24499,1.24693,1.24208,1.24272,1082480.10267252
2003-12-29 00:00,1.24258,1.25078,1.24221,1.24892,1119620.20244235
2003-12-30 00:00,1.249,1.25613,1.24758,1.25492,1120718.80244857
2003-12-31 00:00,1.25495,1.2646,1.25132,1.25925,1101745.50256509
2004-01-01 00:00,1.25931,1.26052,1.24698,1.25454,423555.800897062
2004-01-02 00:00,1.25436,1.26282,1.25214,1.25832,1114731.60243934
2004-01-05 00:00,1.25832,1.26935,1.25795,1.26753,1117097.50267977
2004-01-06 00:00,1.26736,1.28093,1.26666,1.27256,1123617.00234157
2004-01-07 00:00,1.27244,1.27417,1.2623,1.26322,1112493.40260822
2004-01-08 00:00,1.26306,1.27796,1.2559,1.27661,1113789.50255662
2004-01-09 00:00,1.27653,1.28676,1.27034,1.28149,1120310.30234784
2004-01-12 00:00,1.28538,1.28971,1.27342,1.27493,1108321.70238191
2004-01-13 00:00,1.27473,1.27957,1.27119,1.27714,1114197.40258449
2004-01-14 00:00,1.27736,1.27878,1.26296,1.26473,1123340.80252546
2004-01-15 00:00,1.26456,1.26707,1.25614,1.25766,1127465.80249172
2004-01-16 00:00,1.25753,1.26091,1.23504,1.23962,1124796.60224342
2004-01-19 00:00,1.23676,1.2423,1.23337,1.23478,1132318.1026355
2004-01-20 00:00,1.23496,1.25952,1.23426,1.25787,1123537.00251943
2004-01-21 00:00,1.25786,1.2671,1.25504,1.26425,1132347.10247219
2004-01-22 00:00,1.26405,1.27485,1.26346,1.27183,1129054.80249256
2004-01-23 00:00,1.27164,1.27742,1.25631,1.25797,1130601.8023442
2004-01-26 00:00,1.25742,1.26107,1.24567,1.24575,1123888.20260459
2004-01-27 00:00,1.24604,1.26517,1.24403,1.2643,1082479.80259645
2004-01-28 00:00,1.26445,1.26618,1.24628,1.24681,1137246.60233402
2004-01-29 00:00,1.24681,1.25265,1.23617,1.24072,1108579.60219091
2004-01-30 00:00,1.24062,1.24911,1.23506,1.24747,1128529.10243618
2004-02-02 00:00,1.24696,1.24858,1.23897,1.24237,1128944.6023761
2004-02-03 00:00,1.24248,1.25973,1.24139,1.25407,1130994.40247059
2004-02-04 00:00,1.25423,1.25609,1.24929,1.25327,1134170.30278331
2004-02-05 00:00,1.25345,1.26364,1.25177,1.2546,1118230.20225137
2004-02-06 00:00,1.25471,1.27243,1.25118,1.27026,1127776.40248907
2004-02-09 00:00,1.26054,1.27599,1.2598,1.26955,1140175.90248644
2004-02-10 00:00,1.2697,1.27863,1.26664,1.26689,1122476.602727
2004-02-11 00:00,1.26698,1.28374,1.26496,1.28321,1125278.10262889
2004-02-12 00:00,1.28335,1.28445,1.27887,1.28084,1139512.20254952
2004-02-13 00:00,1.28077,1.28918,1.27145,1.27315,1135079.00243664
